FRATURAS DE FALANGES OU METACARPIANOS - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
FRATURAS DE FALANGES OU METACARPIANOS - TRATAMENTO CIRÚRGICO C/ FIXAÇÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
FRATURAS DO CARPO - TRATAMENTO CONSERVADOR,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
FRATURAS E OU LUXAÇÕES - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
FRATURAS E OU LUXAÇÕES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
FRATURAS E PSEUDARTROSES - FIXADOR EXTERNO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
FRATURAS E/OU LUXAÇÕES DE FALANGES (INTERFALANGEANAS) - REDUÇÃO INCRUENTA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES DE FALANGES (INTERFALANGEANAS) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES DE METACARPIANOS - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
LESÕES LIGAMENTARES - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
LESÕES LIGAMENTARES AGUDAS OU CRÔNICAS DA MÃO - REPARAÇÃO CIRÚRGICA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
LIGAMENTOPLASTIA COM ÂNCORA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
LUXAÇÃO DO CARPO - REDUÇÃO INCRUENTA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
LUXAÇÃO METACARPOFALANGEANA-TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
OSTEOMIELITE DE ÚMERO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
OSTEOMIELITE DE ÚMERO - TRATAMENTO INCRUENTO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
OSTEOMIELITE DOS OSSOS DO ANTEBRAÇO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
OSTEOSSÍNTESE DE FRATURA DE FALANGE E METACARPEANA COM OU SEM USO DE MINIPARAFUSO OU,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E
FIXADOR EXTERNO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
POLICIZAÇÃO OU TRANSFERÊNCIA DIGITAL,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
POLIDACTILIA ARTICULADA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
POLIDACTILIA NÃO ARTICULADA - TRATAMENTO CIRÚRGICO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
PRÓTESE (IMPLANTE) PARA OSSOS DO CARPO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
PSEUDARTROSE DO ESCAFÓIDE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
PSEUDARTROSE DOS OSSOS DA MÃO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
"PSEUDARTROSES, OSTEOTOMIAS, ALONGAMENTOS/ENCURTAMENTOS - TRATAMENTO CIRÚRGICO",,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
RECONSTRUÇÃO DA FALANGE COM RETALHO HOMODIGITAL,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
RECONSTRUÇÃO DE LEITO UNGUEAL,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
RECONSTRUÇÃO DO POLEGAR COM RETALHO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
REDUÇÂO INCRUENTA DAS ROTURAS DO APARELHO EXTENSOR DE DEDO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
REIMPLANTE DE MEMBROS OU PARTES,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
REPARAÇÃO LIGAMENTAR DO CARPO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
REPARAÇÕES CUTÂNEAS COM RETALHO,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
RESSECÇÃO 1ª FILEIRA DOS OSSOS DO CARPO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
RESSECÇÃO DA CABEÇA DO RÁDIO E/ OU DA EXTREMIDADE DISTAL ULNA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
RESSECÇÃO DE APONEUROSE PALMAR,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
RESSECÇÃO DE CISTO SINOVIAL,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
RESSECÇÃO DE OSSO DO CARPO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
RESSECÇÃO DO PROCESSO ESTILÓIDE DO RÁDIO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
REVASCULARIZAÇÃO DE DEDOS,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
SEQUESTRECTOMIA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
SINOVECTOMIA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
SINOVECTOMIA DE PUNHO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
TRANSPOSIÇÃO DE DEDO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRANSPOSIÇÃO DO RÁDIO PARA ULNA,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
TRATAMENTO CIRÚRGICO DA ARTRODIASTASE COM OU SEM FIXADOR EXTERNO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA CONTRATURA ISQUÊMICA DE MÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA CONTRATURA ISQUÊMICA DE VOLKMANN,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA DESARTICULAÇÃO DO PUNHO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA OSTEOMIELITE,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
"TRATAMENTO CIRÚRGICO DA RETRAÇÃO CICATRICIAL DE DEDOS, COM OU SEM COMPROMETIMENTO",,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E
TENDINOSO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA SINDACTILIA COM OU SEM EMPREGO DE EXPANSOR,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA SINDACTILIA MÚLTIPLA COM EMPREGO DE EXPANSOR,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA SINOSTOSE RÁDIO-ULNAR,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DAS ROTURAS TENDINO-LIGAMENTARES DA MÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
"TRATAMENTO CIRÚRGICO DE ABSCESSO DE MÃO E DEDOS, ESPAÇOS PALMARES, DORSAIS E COMISSURAIS",,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E
E TENOSSINOVITES,,,,AMB,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÙRGICO DE ENCURTAMENTO SEGMENTAR DOS OSSOS COM OSTEOSSÍNTESE,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
"TRATAMENTO CIRÚRGICO DE POLIDACTILIA SIMPLES, COMPLEXA OU MÚLTIPLA",,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
"TRATAMENTO CIRÚRGICO DE TENDINITES, SINOVITES E ARTRITES",,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DO GIGANTISMO EM MÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
TRATAMENTO CIRÚRGICO REPARADOR DA PERDA DE SUBSTÂNCIA DA MÃO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO DA DOENÇA DE KIENBOCK COM TRANSPLANTE VASCULARIZADO,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
TRATAMENTO DA PSEUDARTROSE COM PERDA DE SUBSTÂNCIAS DE METACARPIANO E FALANGES,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,ARTICULAÇÕES
TRATAMENTO DA PSEUDOARTROSE DO ESCAFÓIDE COM TRANSPLANTE ÓSSEO VASCULARIZADO COM OU,,,,,HCO,HSO,REF,,,MEMBROS SUPERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
SEM FIXAÇÃO COM MICRO PARAFUSO,,,,,,,,,,,ARTICULAÇÕES
ARTRODESE / FRATURA DE ACETÁBULO (LIGAMENTOTAXIA) COM OU SEM FIXADOR EXTERNO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
ARTRODESE COXO-FEMORAL EM GERAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
ARTRODIASTASE DE QUADRIL,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
ARTROPLASTIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
ARTROPLASTIA DE QUADRIL INFECTADA (RETIRADA DOS COMPONENTES) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E
ARTROPLASTIA DE RESSECÇÃO DO QUADRIL (GIRDLESTONE),,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
ARTROPLASTIA PARCIAL DO QUADRIL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
ARTROPLASTIA TOTAL DE QUADRIL INFECTADA (INCISÃO E DRENAGEM ARTRITE SÉPTICA) - TRATAMENTO,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E
CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
ARTROTOMIA COXO-FEMORAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
BIÓPSIA CIRÚRGICA COXO-FEMORAL,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
BIÓPSIA CIRÚRGICA DA CINTURA PÉLVICA,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
DESARTICULAÇÃO COXO-FEMORAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
DESARTICULAÇÃO INTERÍLIO ABDOMINAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
EPIFISIODESE C/ ABAIXAMENTO DO GRANDE TROCANTER,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
"EPIFISIOLISTESE PROXIMAL DE FÊMUR (FIXAÇÃO ""IN SITU"")",,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
FRATURA DE ACETÁBULO - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
FRATURA DE ACETÁBULO (COM UMA OU MAIS ABORDAGENS) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E
FRATURA E/OU LUXAÇÃO E/OU AVULSÃO COXO-FEMORAL - REDUÇÃO INCRUENTA,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
FRATURA E/OU LUXAÇÃO E/OU AVULSÃO COXO-FEMORAL - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E
FRATURA/LUXAÇÃO COM FIXADOR EXTERNO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES DO ANEL PÉLVICO - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES DO ANEL PÉLVICO (COM UMA OU MAIS ABORDAGENS) - TRATAMENTO,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E
CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
OSTEOMIELITE AO NÍVEL DA PELVE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
"OSTEOTOMIAS AO NÍVEL DO COLO OU REGIÃO TROCANTERIANA (SUGIOKA, MARTIN, BOMBELLI ETC) -",,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,SISTEMA MÚSCULO-ESQUELÉTICO E
TRATAMENTO CIRÚRGICO,,,,,,,,,,,ARTICULAÇÕES
OSTEOTOMIAS / ARTRODESES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
"OSTEOTOMIAS SUPRA-ACETABULARES (CHIARI, PEMBERTON, ""DIAL"", ETC) - TRATAMENTO CIRÚRGICO",,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
PUNÇÃO-BIÓPSIA COXO-FEMORAL-ARTROCENTESE,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
RECONSTRUÇÃO DE QUADRIL COM FIXADOR EXTERNO,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
REVISÃO DE ARTROPLASTIAS DE QUADRIL COM RETIRADA DE COMPONENTES E IMPLANTE DE PRÓTESE,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
TRATAMENTO DE NECROSE AVASCULAR POR FORAGEM DE ESTAQUEAMENTO ASSOCIADA À NECROSE,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E
MICROCIRÚRGICA DA CABEÇA FEMORAL,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA ARTRITE SÉPTICA,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
TRATAMENTO CIRÚRGICO DA LUXAÇÃO CONGÊNITA DE QUADRIL - REDUÇÃO CIRÚRGICA COM OU SEM,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E
OSTEOTOMIA / REDUÇÃO INCRUENTA COM OU SEM TENOTOMIA DE ADUTORES,,,,,HCO,HSO,REF,,,CINTURA PÉLVICA,ARTICULAÇÕES
ALONGAMENTO / TRANSPORTE ÓSSEO / PSEUDOARTROSE COM FIXADOR EXTERNO (DINÂMICO OU NÃO) -,,,,,,,,,,,SISTEMA MÚSCULO-ESQUELÉTICO E
QUALQUER LOCALIZAÇÃO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ALONGAMENTO COM FIXADOR DINÂMICO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
ALONGAMENTO DE FÊMUR - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ALONGAMENTO DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
AMPUTAÇÃO AO NÍVEL DA COXA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
AMPUTAÇÃO AO NÍVEL DO PÉ - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
AMPUTAÇÃO AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
AMPUTAÇÃO DE PERNA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
AMPUTAÇÃO/DESARTICULAÇÃO DE PODODÁCTILOS - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ARTRITE OU OSTEOARTRITE DOS OSSOS DO PÉ (INCLUI OSTEOMIELITE) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ARTRODESE AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
ARTRODESE DE JOELHO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ARTRODESE DE TARSO E/OU MÉDIO PÉ - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ARTRODESE METATARSO - FALÂNGICA OU INTERFALÂNGICA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ARTROPLASTIA DE TORNOZELO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ARTROPLASTIA TOTAL DE JOELHO COM IMPLANTES - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ARTRORRISE DO TORNOZELO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ARTROTOMIA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
BIÓPSIA CIRÚRGICA DE FÊMUR,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
BIÓPSIA CIRÚRGICA DE JOELHO,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
BIÓPSIA CIRÚRGICA DE TÍBIA OU FÍBULA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
BIÓPSIA CIRÚRGICA DO TORNOZELO,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
BIÓPSIA CIRÚRGICA DOS OSSOS DO PÉ,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
CORREÇÃO DE DEFORMIDADE ÓSSEA CONGÊNITA OU ADQUIRIDA COM FIXADOR EXTERNO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
CORREÇÃO DE DEFORMIDADES DO PÉ COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
DESARTICULAÇÃO DE JOELHO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
DESCOLAMENTO EPIFISÁRIO (TRAUMÁTICO OU NÃO) - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
DESCOLAMENTO EPIFISÁRIO (TRAUMÁTICO OU NÃO) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ENCURTAMENTO DE FÊMUR - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
ENCURTAMENTO DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
EPIFISIODESE - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
EPIFISIODESE DE TÍBIA / FÍBULA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FASCIOTOMIA OU RESSECÇÃO DE FASCIA PLANTAR,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURA E/OU LUXAÇÃO DE PATELA - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURA E/OU LUXAÇÃO DE PATELA (INCLUSIVE OSTEOCONDRAL) - REDUÇÃO INCRUENTA,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURA E/OU LUXAÇÕES DO PÉ (EXCETO ANTEPÉ) - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURA E/OU LUXAÇÕES DO PÉ (EXCETO ANTEPÉ) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS DE FÊMUR - REDUÇÃO INCRUENTA,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS DE FÊMUR - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS DE FÍBULA - (INCLUI DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
PROCEDIMENTO,,VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO
FRATURAS DE FÍBULA (INCLUI O DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS DE TÍBIA ASSOCIADA OU NÃO A FÍBULA (INCLUI DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
CIRÚRGICO,,,,,,,,,,,ARTICULAÇÕES
FRATURAS DE TÍBIA E FÍBULA (INCLUI DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES AO NÍVEL DO JOELHO - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
FRATURAS E/OU LUXAÇÕES AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES AO NÍVEL DO TORNOZELO - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES DO ANTEPÉ - REDUÇÃO INCRUENTA,,,,AMB,HCO,HSO,REF,,,MEMBROS INFERIORES,ARTICULAÇÕES
FRATURAS E/OU LUXAÇÕES DO ANTEPÉ - TRATAMENTO CIRÚRGICO,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,SISTEMA MÚSCULO-ESQUELÉTICO E
